Ticker,Company Name,HQ City,HQ State/Province,HQ Country,ESG Risk Score,ESG Risk Score Level,ESG Risk Score Percentile,Environment Risk Score,Social Risk Score,Governance Risk Score,Controversy Level Risk Text,2019 Performance,Market Cap,Exchange,CEO,Logo Image URL,Website URL,Industry,Sector,Company Description,Latitude,Longitude,address
CCI,Crown Castle International Corp. (REIT),Houston,Texas,United states of america,21,Medium,22nd percentile,9,5.4,6.2,Low,30.85703765,6.28E+10,New York Stock Exchange,Jay A. Brown,https://financialmodelingprep.com/images-New-jpg/CCI.jpg,http://www.crowncastle.com,REITs,Real Estate,"Crown Castle International Corp operates wireless tower communication sites in the United States. It owns, operates and leases shared wireless infrastructure, including towers and other structures. Site rental generates maximum revenue for the company.",29.7604267,-95.3698028,"Houston,Texas,United states of america"
RTN,Raytheon Company,Waltham,Massachusetts,United states of america,36,High,72nd percentile,9.5,18.2,8.1,Significant,43.29312031,6.30E+10,New York Stock Exchange,Thomas Kennedy,https://financialmodelingprep.com/images-New-jpg/RTN.jpg,http://www.raytheon.com,Aerospace & Defense,Industrials,"Raytheon Co offers contractual services to the US defense sector. It operates through five segments: Integrated Defense Systems, Intelligence and Information, Missile Systems, Space and Airborne Systems, and Forcepoint.",42.3764852,-71.2356113,"Waltham,Massachusetts,United states of america"
VMW,Vmware Inc. Class A,Palo alto,California,United states of america,16,Low,9th percentile,0.8,9.3,5.9,,10.69058558,6.31E+10,New York Stock Exchange,Patrick P. Gelsinger,https://financialmodelingprep.com/images-New-jpg/VMW.jpg,http://www.vmware.com,Application Software,Technology,"VMWare Inc provides virtualization and cloud infrastructure solutions. It is engaged in the development and application of virtualization technologies with x86 server-based computing, separating application software from the underlying hardware.",37.4418834,-122.1430195,"Palo alto,California,United states of america"
NOW,ServiceNow Inc.,Santa clara,California,United states of america,22,Medium,26th percentile,1.5,13.7,6.7,Low,58.56220163,6.44E+10,New York Stock Exchange,John J. Donahoe,https://financialmodelingprep.com/images-New-jpg/NOW.jpg,http://www.servicenow.com,Application Software,Technology,"ServiceNow Inc provides cloud-based solutions that define, structure, manage, and automate services for enterprise operations in North America, Europe, the Middle East, Africa, the Asia Pacific, and other countries.",37.3541079,-121.9552356,"Santa clara,California,United states of america"
NOC,Northrop Grumman Corporation,Falls church,Virginia,United states of america,30,High,55th percentile,9.4,15.4,5.3,Significant,40.45324622,6.49E+10,New York Stock Exchange,Wesley G. Bush,https://financialmodelingprep.com/images-New-jpg/NOC.jpg,http://www.northropgrumman.com,Conglomerates,Industrials,"Northrop Grumman Corp offers portfolio of capabilities and technologies to deliver products, systems and solutions for applications to government and commercial customers. It provides products, systems and solutions in autonomous systems.",38.882334,-77.1710914,"Falls church,Virginia,United states of america"
PNC,PNC Financial Services Group Inc. (The),Pittsburgh,Pennsylvania,United states of america,20,Medium,21st percentile,1.7,10.5,8.2,Moderate,36.54092892,6.54E+10,New York Stock Exchange,William S. Demchak,https://financialmodelingprep.com/images-New-jpg/PNC.jpg,https://www.pnc.com,Banks,Financial Services,"PNC Financial Services Group Inc operates in the financial services domain. Its main business includes retail banking, corporate and institutional banking, asset management and residential mortgage banking.",40.4406248,-79.9958864,"Pittsburgh,Pennsylvania,United states of america"
ZTS,Zoetis Inc. Class A,Parsippany,New jersey,United states of america,28,Medium,48th percentile,2.7,13.9,11.6,Low,54.72293664,6.57E+10,New York Stock Exchange,Juan Ramon Alaix,https://financialmodelingprep.com/images-New-jpg/ZTS.jpg,http://www.zoetis.com,Drug Manufacturers,Healthcare,"Zoetis Inc is a developer and manufacturer of drugs providing medicines for animal health, and vaccines for livestock and companion animals. Its products are anti-infectives, vaccines, parasiticides, medicated feed additives and other pharmaceuticals.",40.8652865,-74.4173877,"Parsippany,New jersey,United states of america"
ISRG,Intuitive Surgical Inc.,Sunnyvale,California,United states of america,35,High,71st percentile,5.5,18.4,11.3,Moderate,23.43397645,6.60E+10,Nasdaq Global Select,Gary S. Guthart,https://financialmodelingprep.com/images-New-jpg/ISRG.jpg,http://www.intuitivesurgical.com,Medical Devices,Healthcare,"Intuitive Surgical Inc designs, manufactures, markets da Vinci Surgical Systems, and related instruments. The da Vinci surgery, combines the benefits of minimally invasive surgery for patients with the ease of use, precision and dexterity of open surgery.",37.36883,-122.0363496,"Sunnyvale,California,United states of america"
COP,ConocoPhillips,Houston,Texas,United states of america,31,High,57th percentile,16.2,7.8,6.7,Moderate,4.298315958,6.68E+10,New York Stock Exchange,Ryan M. Lance,https://financialmodelingprep.com/images-New-jpg/COP.jpg,http://www.conocophillips.com,Oil & Gas - E&P,Energy,ConocoPhillips operates in the oil & gas sector. Its primary business involves exploration and production of crude oil and natural gas.,29.7604267,-95.3698028,"Houston,Texas,United states of america"
BNS,Bank Nova Scotia Halifax Pfd 3,Toronto,Ontario,Canada,24,Medium,32nd percentile,2.5,11.5,9.7,Significant,13.27451374,6.72E+10,New York Stock Exchange,Not Available,https://financialmodelingprep.com/images-New-jpg/BNS.jpg,http://www.scotiabank.com,Banks,Financial Services,"Bank of Nova Scotia is an international bank and a financial service provider. The company provides personal and commercial banking, wealth management and private banking, corporate and investment banking, and capital markets services.",43.653226,-79.3831843,"Toronto,Ontario,Canada"
ANTM,Anthem Inc.,Indianapolis,Indiana,United states of america,24,Medium,32nd percentile,0.1,17.1,6.6,Significant,15.0020942,6.74E+10,New York Stock Exchange,Gail Koziara Boudreaux,https://financialmodelingprep.com/images-New-jpg/ANTM.jpg,http://www.antheminc.com,Health Care Plans,Healthcare,"Anthem Inc is a health benefits company offering a network-based managed care plans to the large and small employer, individual, Medicaid and Medicare markets. Its business segments are Commercial and Specialty Business, Government Business and Other.",39.768403,-86.158068,"Indianapolis,Indiana,United states of america"
CNI,Canadian National Railway Company,Montreal,Quebec,Canada,18,Low,15th percentile,5.9,9,3.5,Moderate,22.04830657,6.81E+10,New York Stock Exchange,Luc Jobin,https://financialmodelingprep.com/images-New-jpg/CNI.jpg,http://www.cn.ca,Transportation & Logistics,Industrials,Canadian National Railway Co is engaged in the transport sector. Its primary occupation is the rail and related transportation business.,45.5016889,-73.567256,"Montreal,Quebec,Canada"
TMUS,T-Mobile US Inc.,Bellevue,Washington,United states of america,25,Medium,36th percentile,4.9,12.6,7.4,Significant,23.28250275,6.93E+10,Nasdaq Global Select,John J. Legere,https://financialmodelingprep.com/images-New-jpg/TMUS.jpg,http://www.t-mobile.com,Communication Services,Communication Services,"T-Mobile US Inc is a US-based wireless company which provides wireless communications services, including voice, messaging and data in the postpaid, prepaid and wholesale markets. It also provides wireless devices and accessories.",47.6101497,-122.2015159,"Bellevue,Washington,United states of america"
CB,Chubb Limited,Zuerich,Zuerich,Switzerland,23,Medium,31st percentile,1.5,10.3,11.5,Moderate,20.49852918,6.99E+10,New York Stock Exchange,Evan G. Greenberg,https://financialmodelingprep.com/images-New-jpg/CB.jpg,http://www.chubb.com,Insurance - Property & Casualty,Financial Services,"Chubb Ltd provides commercial and personal property and casualty insurance, personal accident and supplemental health insurance (A&H), reinsurance and life insurance to a diverse group of clients.",47.3768866,8.541694,"Zuerich,Zuerich,Switzerland"
KER.PA,Kering SA,Paris,Ile-de-france,France,12,Negligible,3rd percentile,1,5,7,Significant,42.17687075,7.02E+10,Paris,Not Available,https://financialmodelingprep.com/images-New-jpg/KER.PA.jpg,http://www.kering.com,Footwear & Accessories,Consumer Cyclical,"Kering SA develops, designs, manufactures, markets, and sells apparel and accessories worldwide. The company offers shoes; leather goods, including handbags and wallets, and other leather products; eyewear and textile accessories; jewelry and watches; and T-shirts, sweatshirts, polo shirts, etc., as well as ready-to-wear products for men and women. It also provides fragrances and cosmetics. The company provides its products under the Gucci, Bottega Veneta, Yves Saint Laurent, Alexander McQueen, Balenciaga, Boucheron, Brioni, Christopher Kane, Pomellato, Qeelin, Sowind, Stella McCartney, Ulysse Nardin, Tomas Maier, Dodo, Girard-Perregaux, Puma, Volcom, and Kering brand names. It sells its products through department stores, multi-brand stores, and franchise stores, as well as retail channels and e-commerce Websites. The company was formerly known as PPR SA and changed its name to Kering SA in June 2013. Kering SA was founded in 1963 and is based in Paris, France.",48.856614,2.3522219,"Paris,Ile-de-france,France"
DTEL.BR,Deutsche Telekom AG,Bonn,Nordrhein-westfalen,Germany,18,Negligible,13th percentile,3,8,7,Moderate,-0.747790619,7.03E+10,Brussels,Not Available,https://financialmodelingprep.com/images-New-jpg/DTEL.BR.jpg,http://www.telekom.com,Telecom Services,Communication Services,"Deutsche Telekom AG, together with its subsidiaries, provides integrated telecommunication services worldwide. The company operates through five segments: Germany, United States, Europe, Systems Solutions, and Group Development. It offers fixed-network services, including voice and data communication services based on fixed-network and broadband technology; and sells terminal equipment and other hardware products, as well as services to resellers. The company also provides mobile voice and data services to consumers and business customers; sells mobile devices and other hardware products; and sells mobile services to resellers and to companies that purchases and markets network services to third parties, such as mobile virtual network operators. In addition, it offers Internet services; Internet-based TV products and services; and information and communication technology systems for multinational corporations and public sector institutions with an infrastructure of data cente",50.73743,7.0982068,"Bonn,Nordrhein-westfalen,Germany"
RMS.PA,Hermes International Societe en commandite par actions,Paris,Ile-de-france,France,11,Negligible,2nd percentile,1,4,6,Moderate,37.41749175,7.06E+10,Paris,Not Available,https://financialmodelingprep.com/images-New-jpg/RMS.PA.jpg,http://www.hermes-international.com,Luxury Goods,Consumer Cyclical,"Hermès International Société en commandite par actions engages in the production, wholesale, and retail of various goods. The company offers leather goods and saddlery, such as bags for men and women, clutches, briefcases, luggage, small leather goods, diaries and writing objects, saddles, bridles, and a range of equestrian products and clothing; ready-to-wear garments for men and women; and accessories, including jewelry, belts, hats, gloves, the Internet of Things products, and shoes. It also provides silk and textiles for men and women; art of living products comprising furniture, lighting, plaids, decorative objects, tableware, birth gifts, beach fabrics, furnishing fabrics, and wallpapers; perfumes; and watches. In addition, the company is also involved in weaving, engraving, printing, dyeing, finishing, and producing textiles; and purchasing, tanning, dyeing, finishing, and selling precious hides. It sells its products through a network of 310 stores, including 219 dire",48.856614,2.3522219,"Paris,Ile-de-france,France"
